ID_Cliente,Edad,Género,Trabajo,Estado_Civil,Región,Ingreso_Anual,Tipo_Vehículo,Prima_Seguros,Número_Siniestros,Cliente_Fiel,Actividad_Compra
975,68,Femenino,Ingeniero,Soltero,Oeste,68772,Coche,1047,1,No,Alta
976,51,Femenino,Desempleado,Soltero,Sur,30916,Coche,641,0,Sí,Alta
977,69,Femenino,Profesor,Soltero,Oeste,25878,SUV,702,1,No,Media
978,74,Femenino,Médico,Soltero,Norte,17985,Moto,329,0,No,Alta
979,55,Femenino,Desempleado,Divorciado,Este,88648,Coche,1355,0,No,Alta
980,50,Masculino,Ingeniero,Soltero,Este,56235,SUV,796,0,No,Media
981,41,Masculino,Comerciante,Casado,Norte,33931,Moto,1705,0,Sí,Media
982,32,Femenino,Estudiante,Soltero,Sur,15336,Furgoneta,1061,0,Sí,Media
983,47,Masculino,Profesor,Soltero,Sur,57933,SUV,1613,0,Sí,Media
984,72,Masculino,Ingeniero,Divorciado,Sur,60536,Furgoneta,792,0,Sí,Media
985,59,Femenino,Desempleado,Divorciado,Norte,84504,Coche,1198,0,No,Media
986,68,Masculino,Médico,Casado,Sur,66148,Coche,524,0,No,Alta
987,34,Masculino,Ingeniero,Casado,Norte,31279,Moto,1292,0,No,Baja
988,22,Masculino,Abogado,Divorciado,Oeste,83665,SUV,1883,0,Sí,Alta
989,46,Masculino,Administrativo,Divorciado,Oeste,86386,Furgoneta,647,1,No,Media
990,21,Masculino,Médico,Soltero,Norte,89055,Moto,1751,1,Sí,Media
991,27,Femenino,Desempleado,Divorciado,Este,81670,Coche,1018,1,Sí,Media
992,73,Femenino,Comerciante,Casado,Oeste,69028,Coche,1840,1,Sí,Baja
993,34,Femenino,Estudiante,Soltero,Sur,86128,SUV,1388,0,No,Media
994,27,Masculino,Desempleado,Casado,Norte,33108,Furgoneta,1711,1,Sí,Baja
995,34,Femenino,Administrativo,Soltero,Sur,67495,SUV,1936,0,No,Baja
996,37,Masculino,Comerciante,Divorciado,Sur,71830,Furgoneta,908,2,No,Baja
997,41,Masculino,Profesor,Casado,Este,89640,Furgoneta,1649,0,No,Baja
998,22,Masculino,Ingeniero,Soltero,Sur,67509,SUV,1920,1,Sí,Baja
999,51,Masculino,Abogado,Soltero,Este,81406,Moto,464,2,No,Media
1000,23,Femenino,Médico,Divorciado,Oeste,54519,SUV,811,1,No,Media
